"","Species","0.5","1","1.5","2","2.5","3","3.5","4","4.5","5","5.5","6","6.5","7","7.5","8","NA","TD0","TD1","TD2","TD3","TD4","Fresh","Moist","Wet","SMR_Ind"
"113","ANDRRUP",0.0208333333333333,0.0208333333333333,0,0.125,0.0833333333333333,0.1875,0.145833333333333,0.104166666666667,0,0.0625,0.0208333333333333,0,0.0208333333333333,0,0,0,0.208333333333333,0.0208333333333333,0.0625,0.1875,0.458333333333333,0.708333333333333,0.0833333333333333,0.0208333333333333,0,"TD3"
"114","ANDRSEP",0.0909090909090909,0.0404040404040404,0.0606060606060606,0.171717171717172,0.0404040404040404,0.151515151515152,0.101010101010101,0.0202020202020202,0.0101010101010101,0,0,0,0,0,0,0,0.313131313131313,0.0909090909090909,0.222222222222222,0.454545454545455,0.646464646464647,0.767676767676768,0.0101010101010101,0,0,"TD2"
"116","ANEMDRU",0,0,0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0.0344827586206897,0,0,0,0,0,0,0,0.827586206896552,0,0,0.0344827586206897,0.103448275862069,0.137931034482759,0.0344827586206897,0,0,""
"117","ANEMLYA",0,0,0,0,0,0,0.2,0,0.1,0,0.2,0.1,0.2,0,0,0,0.2,0,0,0,0,0.2,0.3,0.3,0,"X"
"118","ANEMMUL",0.0102739726027397,0.00228310502283105,0.0296803652968037,0.0833333333333333,0.089041095890411,0.123287671232877,0.103881278538813,0.0650684931506849,0.0319634703196347,0.0319634703196347,0.00799086757990868,0.0114155251141553,0.0091324200913242,0,0,0.0045662100456621,0.396118721461187,0.0102739726027397,0.0228310502283105,0.135844748858447,0.348173515981735,0.517123287671233,0.0719178082191781,0.0205479452054795,0.0045662100456621,"TD3"
"119","ANEMNAR",0,0,0,0,0,0.00917431192660551,0.00917431192660551,0.00917431192660551,0.00917431192660551,0.00917431192660551,0.00917431192660551,0,0,0,0,0,0.944954128440367,0,0,0,0.00917431192660551,0.0275229357798165,0.0275229357798165,0,0,""
"120","ANEMONE",0,0.0113636363636364,0.0113636363636364,0.0227272727272727,0.0681818181818182,0.0795454545454545,0.0227272727272727,0.102272727272727,0.0454545454545455,0.136363636363636,0.0227272727272727,0.0113636363636364,0.0454545454545455,0.0568181818181818,0,0,0.363636363636364,0,0.0113636363636364,0.0454545454545455,0.193181818181818,0.318181818181818,0.204545454545455,0.113636363636364,0,"X"
"121","ANEMPAR",0,0,0,0.00303030303030303,0.00606060606060606,0.00909090909090909,0.0121212121212121,0.0333333333333333,0.0484848484848485,0.0333333333333333,0.0181818181818182,0.0363636363636364,0.00909090909090909,0.00303030303030303,0.00303030303030303,0.0454545454545455,0.739393939393939,0,0,0.00303030303030303,0.0181818181818182,0.0636363636363636,0.1,0.0484848484848485,0.0484848484848485,""
"122","ANEORIC",0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0.0588235294117647,0.0735294117647059,0.0735294117647059,0.0294117647058824,0.25,0.5,0,0,0,0,0,0.0147058823529412,0.205882352941176,0.279411764705882,"W"
"125","ANGEARG",0,0,0,0,0,0.00523560209424084,0.0575916230366492,0.0471204188481675,0.0680628272251309,0.0104712041884817,0.0890052356020942,0.0890052356020942,0.141361256544503,0.0680628272251309,0.031413612565445,0.0890052356020942,0.303664921465969,0,0,0,0.00523560209424084,0.109947643979058,0.167539267015707,0.298429319371728,0.120418848167539,"X"
"126","ANGEDAW",0,0,0,0,0,0,0,0.125,0.125,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.208333333333333,0.0416666666666667,0.0416666666666667,0,0.333333333333333,0,0,0,0,0.125,0.208333333333333,0.291666666666667,0.0416666666666667,"X"
"127","ANGEGEN",0,0,0,0,0,0,0.0137931034482759,0.0103448275862069,0.0275862068965517,0.0448275862068966,0.0448275862068966,0.0758620689655172,0.203448275862069,0.1,0.0620689655172414,0.324137931034483,0.0931034482758621,0,0,0,0,0.0241379310344828,0.117241379310345,0.379310344827586,0.386206896551724,"W"
"128","ANGELIC",0,0,0,0,0,0.0158730158730159,0.0158730158730159,0.0634920634920635,0.0476190476190476,0.0317460317460317,0.0793650793650794,0.111111111111111,0.111111111111111,0.111111111111111,0.0476190476190476,0.158730158730159,0.206349206349206,0,0,0,0.0158730158730159,0.0952380952380952,0.158730158730159,0.333333333333333,0.206349206349206,"M"
"129","ANGELUC",0,0,0,0,0,0,0,0,0,0,0.027027027027027,0.0540540540540541,0.324324324324324,0,0.0810810810810811,0.27027027027027,0.243243243243243,0,0,0,0,0,0.027027027027027,0.378378378378378,0.351351351351351,"W"
"132","ANTEANA",0.0285714285714286,0,0,0.2,0.342857142857143,0.2,0.114285714285714,0,0,0,0,0.0285714285714286,0,0,0,0,0.0857142857142857,0.0285714285714286,0.0571428571428571,0.257142857142857,0.8,0.914285714285714,0,0.0285714285714286,0,"TD2"
"134","ANTEDIM",0.313167259786477,0.0818505338078292,0.145907473309609,0.231316725978648,0.0284697508896797,0.0640569395017794,0.0177935943060498,0.00355871886120996,0.00355871886120996,0,0,0,0,0,0.00711743772241993,0,0.103202846975089,0.313167259786477,0.708185053380783,1.08540925266904,1.1779359430605,1.19928825622776,0.00355871886120996,0,0.00711743772241993,"TD0"
"136","ANTELAN",0.00193423597678917,0.00193423597678917,0.00193423597678917,0,0.00193423597678917,0.00967117988394584,0.0154738878143133,0.00967117988394584,0.00773694390715667,0.00967117988394584,0.00386847195357834,0,0.00386847195357834,0,0.00193423597678917,0.00386847195357834,0.926499032882012,0.00193423597678917,0.00580270793036751,0.00773694390715667,0.0193423597678917,0.0444874274661509,0.0212765957446809,0.00386847195357834,0.00580270793036751,""
"137","ANTELUZ",0.0909090909090909,0,0,0.272727272727273,0.272727272727273,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0.181818181818182,0.0909090909090909,0.181818181818182,0.454545454545455,0.727272727272727,0.909090909090909,0,0,0,"TD2"
"138","ANTEMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,""
"139","ANTEMIC",0.0437828371278459,0.0271453590192644,0.0709281961471103,0.132224168126095,0.0875656742556918,0.105954465849387,0.084938704028021,0.0367775831873905,0.0183887915936953,0.0192644483362522,0.0131348511383538,0.00350262697022767,0.00788091068301226,0,0,0.000875656742556918,0.347635726795096,0.0437828371278459,0.114711033274956,0.317863397548161,0.51138353765324,0.633099824868652,0.0507880910683012,0.0113835376532399,0.000875656742556918,"TD2"
"140","ANTEMON",0,0,0,0,0,0,0,0,0.00609756097560976,0.0182926829268293,0,0,0,0,0,0,0.975609756097561,0,0,0,0,0,0.024390243902439,0,0,""
"141","ANTENEG",0.00862068965517241,0.00191570881226054,0.0421455938697318,0.0737547892720306,0.140804597701149,0.160919540229885,0.172413793103448,0.0766283524904215,0.0421455938697318,0.0153256704980843,0.0162835249042146,0.000957854406130268,0.00191570881226054,0.000957854406130268,0,0.0028735632183908,0.242337164750958,0.00862068965517241,0.0191570881226054,0.135057471264368,0.436781609195402,0.685823754789272,0.0737547892720306,0.00383141762452107,0.0028735632183908,"TD3"
"142","ANTENNA",0.0313152400835073,0.0104384133611691,0.0375782881002088,0.164926931106472,0.129436325678497,0.152400835073069,0.121085594989562,0.0250521920668058,0.022964509394572,0.0146137787056367,0.0146137787056367,0.00417536534446764,0.0104384133611691,0.00417536534446764,0,0.00208768267223382,0.254697286012526,0.0313152400835073,0.0730688935281837,0.275574112734864,0.55741127348643,0.703549060542798,0.0521920668058455,0.0187891440501044,0.00208768267223382,"TD2"
"143","ANTEPAR",0.0405405405405405,0.0315315315315315,0.0900900900900901,0.220720720720721,0.198198198198198,0.0990990990990991,0.045045045045045,0.0315315315315315,0.00900900900900901,0.018018018018018,0,0.0045045045045045,0.0045045045045045,0,0,0,0.207207207207207,0.0405405405405405,0.112612612612613,0.423423423423423,0.720720720720721,0.797297297297297,0.027027027027027,0.00900900900900901,0,"TD2"
"144","ANTEPUL",0.03,0.005,0.04,0.09,0.075,0.105,0.065,0.055,0.03,0.1,0.02,0.075,0.06,0.01,0,0.04,0.2,0.03,0.065,0.195,0.375,0.495,0.15,0.145,0.04,"X"
"145","ANTERAC",0.0075885328836425,0.00421585160202361,0.0252951096121417,0.0548060708263069,0.0919055649241147,0.146711635750422,0.155143338954469,0.0961214165261383,0.0649241146711636,0.0168634064080944,0.0118043844856661,0.00337268128161889,0.00168634064080944,0.000843170320404722,0,0,0.318718381112985,0.0075885328836425,0.0193929173693086,0.0994940978077572,0.338111298482293,0.5893760539629,0.0935919055649241,0.00590219224283305,0,"TD3"
