"725","CIRSVUL",1,0.5,0.6,3.99,1.57,9.82,28.99,3.8,3.04,6.1,2.705,0.61,2,0.5,5.012,2.006
"726","CLADACU",NA,NA,NA,0.1,NA,5,15,NA,NA,NA,NA,NA,0.001,NA,NA,15
"727","CLADALB",NA,NA,3,NA,NA,0.5,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"728","CLADAMA",NA,NA,NA,0.5,0.5,0.1,NA,0.1,18,2,20,0.1,NA,NA,NA,NA
"729","CLADARB",205.5,2,32.5,59.1,125.4,362.91,223.7,69.82,151.8,10.9,29,24.1,17.3,6.8,0.1,185.2
"730","CLADBAI",NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
"731","CLADBEL",2.5,NA,1,5.1,30.6,99.601,95.2,65.6,11.511,18.611,16.207,14.827,5.502,NA,2,55.71
"732","CLADBOE",54.5,4.1,14,43.9,176.91,94.021,86.11,46.811,74.811,29.11,24.6,0.01,5.2,NA,NA,3.61
"733","CLADBOY",0.2,0.1,NA,0.1,NA,0.11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.1
"734","CLADCAI",157.4,37.4,160.2,371.7,16.61,288.301,72.812,15.11,8.61,12.03,0.5,2.61,0.1,NA,NA,NA
"735","CLADCAN",0.6,NA,2.8,4.4,1.6,14.2,13.7,12.1,8.501,5.3,6.4,1.2,0.2,NA,2,0.1
"736","CLADCEN",2.4,4.6,1.9,16.821,27.1,35.81,19.401,9.4,8.701,3.6,1.7,0.6,3.301,0.5,0.3,0.8
"737","CLADCER",97.8,32.5,66.8,27.5,110.1,16.111,15.2,5.6,5.2,NA,0.5,0.1,0.5,NA,NA,NA
"738","CLADCHL",22.72,10.6,49.6,84.2,83.5,67.91,115.31,29.612,49.43,23.611,11.08,5.738,7.419,0.1,1.3,6.11
"739","CLADCIL",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,NA,0.2,NA,NA,2.4
"740","CLADCOC",0.5,3.1,10.1,4.5,3.6,13.4,2.2,5.3,0.3,6,1.1,NA,NA,NA,NA,0.1
"741","CLADCON",0.5,NA,0.2,0.8,6.2,8.9,11.1,4.402,12.141,5.9,2.201,3.31,2,0.1,0.5,2.401
"742","CLADCOR",7.5,2,43.707,67.75,182.831,176.623,114.628,100.55,119.955,60.535,19.61,34.122,9.1,2.7,0.5,20.3
"743","CLADCRI",NA,NA,4.1,0.8,4.4,26.701,5.3,11.301,0.8,5,0.1,0.2,0.85,NA,NA,0.3
"744","CLADCYA",NA,NA,NA,0.5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","CLADDEC",NA,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"746","CLADDEF",2.7,3,7,14.7,18.4,15.6,49.801,27,11.61,7.4,6.2,1.9,5.9,0.5,NA,2
"747","CLADDIG",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.1
"748","CLADECM",25.6,48.5,110.8,126,246.72,631.712,591.831,301.701,413.472,115.641,43.311,19.08,27.91,5.1,0.6,22.62
"749","CLADFIM",13.7,3.5,11.1,19.7,15.9,32.613,51.711,23.21,15.93,3.9,1.51,3.44,NA,0.2,0.4,0.701
"750","CLADFUR",NA,NA,1,8.5,5.7,13.5,10.3,1.6,2.4,NA,1.8,0.1,0.5,NA,2,7.6
"751","CLADGRA",81.9,23.2,124.8,101.8,243.7,380.715,489.075,220.04,182.61,97.5,16.1,33.11,10.11,8.6,10.6,64.9
"752","CLADHOM",NA,NA,NA,NA,NA,0.2,2.701,1,10.002,2.2,NA,NA,1,NA,NA,NA
"753","CLADINA",62.5,61,29.712,340.73,769.02,780.94,581.362,346.65,380.265,122.543,98.11,55.501,39.701,11.7,6.7,382.321
"754","CLADMAC",NA,NA,7.301,3,43.6,19.1,9.1,50.7,2.2,0.1,0.4,0.201,0.95,1,1.1,0.5
"755","CLADMAE",NA,NA,NA,NA,2.7,8,4.1,0.5,0.01,NA,0.1,NA,0.5,NA,NA,NA
"756","CLADMAO",0.8,0.5,0.2,10.9,3,27.2,3.6,0.6,NA,NA,NA,NA,NA,NA,0.1,NA
"757","CLADMER",0.1,NA,0.5,NA,NA,NA,0.1,0.8,NA,2.6,0.8,0.1,0.5,NA,0.2,NA
"758","CLADMET",NA,NA,0.5,NA,NA,1,0.7,NA,0.2,NA,0.1,NA,NA,NA,NA,0.02
"759","CLADMIT",175.7,1.5,36.4,265.8,470.82,697.99,454.962,519.701,375.915,103.735,108.9,80.803,14.7,19.11,15.33,291.91
"760","CLADMUL",0.1,NA,1,10.9,19.4,49.32,21.5,13.2,13.9,4.2,2.701,0.8,2.4,0.5,NA,0.4
"761","CLADNOR",NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,1.01,NA,NA,1,NA
"762","CLADOCH",NA,NA,0.2,0.6,2.1,4.2,3.406,7.9,4.901,30.2,13.6,5.51,14.1,0.1,3,0.6
"763","CLADONA",NA,NA,NA,1,15,NA,7,1.6,20.6,5,NA,NA,NA,NA,NA,NA
"764","CLADONI",253.5,198.2,674.6,1323.44,1427.437,2082.542,1928.418,1228.617,1249.17,555.466,133.329,178.897,74.271,35.67,4.71,137.711
"765","CLADPAR",NA,NA,NA,NA,3,NA,NA,0.1,NA,NA,NA,NA,2,NA,NA,NA
"766","CLADPHY",17.7,3.2,8,77.5,17.6,23.6,34,12.22,4.6,0.5,0.5,0.101,0.1,NA,NA,0.3
"767","CLADPLE",2.5,1,1.1,4.7,2.2,9.6,3.9,2.61,1.9,8,0.7,3.7,2.4,NA,NA,0.6
"768","CLADPOC",NA,2.5,3,52.1,4.1,4.6,1.21,1.6,1.311,NA,0.01,NA,NA,NA,8,NA
"769","CLADPOR",NA,NA,21,49.1,31.9,180.1,199.1,0.2,29.3,28.11,0.6,7,52,10,3.1,565
"770","CLADPSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"771","CLADPYX",119.6,30.9,137.705,272.46,122.511,324.013,61.887,109.104,90.118,19.139,11.701,5.7,4.72,0.5,0.04,4.341
"772","CLADRAN",3.5,1.2,36.002,141.31,531.971,743.916,648.135,620.327,518.711,180.191,129.61,235.76,114.54,99.5,27.12,447.33
"773","CLADREI",0.5,NA,NA,NA,NA,0.5,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"774","CLADSCA",NA,NA,50,NA,0.3,NA,0.2,2.2,NA,3,0.6,0.1,NA,0.3,NA,0.1
"775","CLADSIN",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.2,0.5,NA,NA,NA,NA
"776","CLADSQU",NA,NA,NA,7,3.2,2.7,12.8,14.61,13.348,17.08,8.145,1.936,2.26,NA,NA,2.92
"777","CLADSTE",NA,NA,NA,6,7.73,53.03,48.66,31.201,63.8,10,2.5,12.4,13.01,9.4,0.1,18.6
"778","CLADSTI",NA,NA,13.5,1.5,NA,1.5,1.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"779","CLADSTY",NA,NA,NA,NA,NA,5.6,NA,NA,0.5,NA,NA,2,NA,NA,NA,2
"780","CLADSUF",NA,NA,NA,NA,4.1,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA
"781","CLADSUL",1.1,1.1,8.63,9,111.211,20.601,37.435,17.11,23.1,17.301,10.9,3.7,2.6,1.4,2.1,2.3
"782","CLADSUU",0.5,NA,0.1,1,NA,0.7,3.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"783","CLADSYM",486.9,143,227.7,488.5,33.6,97.3,85.5,0.6,0.6,1.1,0.5,NA,NA,NA,NA,NA
"784","CLADTRA",NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,0.1,NA,0.25,NA,NA,NA
"785","CLADUMB",NA,NA,NA,0.1,0.5,0.001,0.1,1.1,0.5,0.5,0.3,3.01,13.1,NA,1,NA
"786","CLADUNC",33.5,NA,45.5,80,55.1,105.1,51.405,8.9,20,1.2,3,4,6,NA,3,95.6
"787","CLADVER",NA,NA,NA,1.1,19.7,0.9,2.1,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"788","CLADWAN",NA,NA,NA,0.2,NA,NA,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA
"789","CLAOBOL",NA,NA,NA,NA,NA,NA,NA,2.5,0.7,20.6,35.3,34,8.5,NA,0.1,1
"790","CLAOCRI",NA,NA,NA,NA,NA,NA,0.2,NA,0.5,1.4,0.3,NA,0.2,NA,NA,NA
"791","CLAOPOD",NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.1,NA,1,NA,NA,NA,5
"792","CLARPUL",0.8,21.3,2,0.6,2.561,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","CLAVARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"794","CLAYCOR",NA,NA,0.5,NA,2,0.5,NA,NA,20,17.001,52.8,1.25,99.23,NA,29.6,0.6
"795","CLAYLAN",NA,NA,1,5.6,8.2,29.3,4.1,1,2.5,10.21,0.6,13.6,11.8,NA,0.2,0.1
"796","CLAYMEG",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"797","CLAYPAR",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","CLAYPER",2.1,0.5,2.705,1.801,2.5,0.501,0.6,NA,NA,NA,NA,NA,2.6,NA,0.2,0.303
"799","CLAYRUB",0.1,NA,0.7,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","CLAYSIB",NA,NA,NA,5.5,1.5,NA,4,6.5,2.602,32.31,34.42,77.411,54.813,0.5,9.6,28.402
"801","CLAYTON",NA,NA,NA,0.5,NA,NA,0.2,0.2,NA,1,0.5,1,0.5,NA,NA,NA
"802","CLAYWAS",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","CLEMATI",NA,NA,NA,NA,NA,2,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA
"804","CLEMLIG",2.1,0.1,NA,2,NA,1.1,24.3,NA,2,12,9,NA,NA,NA,NA,NA
"805","CLEMOCC",NA,1,0.5,1.93,36.201,29.783,48.84,19.072,29.071,5,10.701,19.72,0.1,NA,NA,0.5
"806","CLIMACI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"807","CLIMDEN",NA,NA,NA,NA,NA,NA,0.51,2,16.2,31.5,0.7,106,137.9,33.3,18.8,129.2
"808","CLINDOU",NA,NA,1,0.001,9.511,0.1,21.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"809","CLINTON",NA,NA,NA,NA,NA,0.1,NA,1,0.1,NA,4,NA,NA,NA,NA,NA
"810","CLINUNI",NA,NA,NA,1.511,83.311,429.751,1047.628,2331.94,3475.381,4305.05,4144.189,2525.936,1990.443,302.473,155.92,202.209
"811","COCHGRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
"812","COELACU",68,2.6,1.6,9,0.6,3.7,7.4,NA,0.1,NA,1,0.1,NA,NA,NA,3.7
"813","COELOGL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA
"814","COELVIR",NA,NA,NA,0.1,NA,2.201,2.301,2.301,0.11,0.624,2.101,0.602,0.6,3.311,2.621,7.586
"815","COLLEMA",53.1,10,102.7,142.3,1.5,125,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","COLLGRD",0.1,NA,1.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","COLLGRN",NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","COLLHET",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","COLLINS",0.7,1,NA,NA,0.2,NA,NA,NA,NA,NA,0.5,NA,NA,1,NA,NA
"820","COLLLIN",4.8,6.8,24.7,20.9,19.44,16.8,4.7,1.1,0.5,NA,NA,NA,NA,NA,NA,NA
"821","COLLOMI",NA,NA,0.5,14,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","COLLPAR",66.8,34.8,92.611,98.605,43.646,22.103,25.301,1.99,0.8,NA,NA,0.5,0.4,NA,1,NA
"823","COLLTEN",0.5,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","COLLUND",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","COMANDR",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","COMAPAU",NA,NA,NA,NA,NA,0.1,NA,3,NA,3.2,0.9,68.1,54.3,73.281,62.9,1852.253
"827","COMAUMB",36.13,7.3,47.99,52,1.6,22.01,4.9,1,NA,NA,NA,NA,NA,NA,1.6,44.1
"828","CONACOM",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"829","CONIGME",NA,NA,NA,NA,NA,NA,21,1.5,NA,1,NA,2,25.2,1,15,13.3
"830","CONIMAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA
"831","CONOCEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,1.01,NA,13
"832","CONOTET",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","COPTASP",NA,NA,NA,NA,NA,5,44.4,3.7,128.86,335.291,398.801,357.01,1162.156,5.4,353.71,885.56
"834","COPTIS",NA,NA,NA,NA,NA,NA,NA,1,0.1,NA,NA,NA,NA,0.5,NA,NA
"835","COPTLAP",NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.1,NA,0.5,3.1,5.7,4.5,12.2
"836","COPTTRI",NA,NA,NA,NA,NA,NA,0.4,NA,4.3,10.5,10.22,3,7.401,9.1,18.6,185.11
"837","CORALLO",NA,NA,NA,0.6,NA,0.01,2.614,7.03,3.803,3.191,0.21,0.5,NA,0.501,0.1,0.1
"838","CORAMAC",NA,NA,NA,1.5,2.502,11.411,14.313,29.751,22.259,30.419,19.002,4.811,3.546,2.1,0.7,1.822
"839","CORAMER",NA,NA,NA,NA,NA,1.201,0.5,1.001,2.53,4.62,2.8,0.1,0.3,NA,0.1,1.2
"840","CORASTR",NA,NA,NA,0.1,0.3,1.2,3.003,2.214,4.021,5.42,2.002,4.81,0.7,NA,NA,NA
"841","CORATRI",NA,NA,NA,NA,0.1,0.8,7.72,12.41,3.914,11.811,7.315,5.81,2.901,0.91,0.101,4.9
"842","CORELAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"843","CORNACE",NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA
"844","CORNCAN",NA,NA,1.7,19.1,303.711,1204.832,5155.259,10575.929,13042.692,12532.258,9899.333,9233.361,6013.653,2154.231,862.65,3241.525
"845","CORNICU",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1
"846","CORNNUT",NA,NA,NA,NA,12,34,81.5,7.5,39,17.1,100,17.3,59.1,NA,NA,54
"847","CORNSTO",0.5,NA,2.1,27.5,119.61,218.86,1832.38,1753.291,1752.01,1528.52,2717.12,3645.75,4563.4,1236.13,511.5,2043.421
"848","CORNSUE",NA,NA,NA,NA,NA,NA,1,NA,NA,1.1,5,NA,1,NA,NA,NA
"849","CORNUNA",NA,NA,NA,NA,NA,15,5.2,NA,NA,NA,NA,1,3,NA,NA,7.2
"850","CORNUS",NA,NA,NA,NA,5.5,NA,NA,NA,4,NA,3.5,40,23,1,0.5,1
"851","CORYAUR",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","CORYCOR",NA,NA,3.5,7.5,260.15,675.421,801.111,245.452,766.84,605.53,133.12,307.4,103.6,21.1,4.2,18.5
"853","CORYDAL",NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","CORYLUS",NA,NA,NA,0.1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"855","CORYSCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,30,NA,NA,NA
"856","CORYSEM",NA,1,0.101,3,0.1,1.1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"857","COSCCAL",46.9,5,5.2,3.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","CRASSUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"859","CRATAEG",NA,NA,NA,NA,NA,NA,1,NA,10,NA,NA,4,NA,NA,NA,NA
"860","CRATDOU",7,NA,1,6,4,11.2,112,7.66,4.6,30.6,5.6,15.1,24,4.6,0.5,69.7
"861","CRATFIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,22.1,NA,0.5
"862","CRATONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,NA,NA,7.5
"863","CREPATR",44.72,21.413,66.311,78.33,29.592,22,5.81,0.01,0.5,0.1,NA,NA,NA,NA,NA,NA
"864","CREPCAP",NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","CREPINT",1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","CREPIS",5.5,6.2,2.4,9.8,5.67,6.771,2.8,1.7,0.5,7,3,NA,NA,NA,NA,0.5
"867","CREPOCC",0.5,1,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","CREPRUN",NA,0.27,NA,3.17,0.13,0.33,0.07,3.63,NA,NA,NA,NA,NA,NA,NA,NA
"869","CREPTEC",1.3,NA,3.3,29.051,1.5,6.5,16.02,1.5,NA,NA,7.5,NA,NA,NA,NA,NA
"870","CROSSID",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","CRYPACR",1.2,4.2,18.91,20.91,33.228,27.541,17.539,9.11,1.3,9.31,0.1,0.62,NA,NA,NA,NA
"872","CRYPAFF",0.5,NA,NA,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","CRYPCAS",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"874","CRYPSIT",NA,NA,NA,1,5.1,NA,0.5,NA,NA,NA,NA,NA,1,NA,NA,NA
"875","CRYPTAN",NA,NA,NA,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","CRYPTOG",45,NA,10.101,60,20.1,10.5,20.5,NA,0.5,NA,NA,NA,NA,0.1,NA,NA
"877","CRYPTOR",NA,NA,NA,0.6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","CYNOBOR",NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","CYNOECH",NA,NA,15,49.5,70.501,54,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","CYNOGLA",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","CYNOGLO",NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","CYNOGRA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","CYNOJEN",NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,60,NA,NA,NA
"884","CYNOOFF",0.5,NA,0.25,3,7,2.15,15.38,6.9,0.3,NA,0.8,NA,NA,NA,NA,NA
"885","CYNOSTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"886","CYPERAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA
"887","CYPERUS",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.001
"888","CYPHINQ",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"889","CYPRIPE",NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,1.1,NA,NA,NA,0.5
"890","CYPRMON",NA,NA,NA,0.5,0.02,0.2,1.71,2.3,0.5,NA,1.5,2.5,NA,1,0.5,1
"891","CYPRPAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.5
"892","CYPRPAS",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0.1
"893","CYRTHYM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
"894","CYSTFRA",6.101,3,4.513,27.5,8.881,6.051,7.03,5.702,1.8,9.347,4.83,5.42,12.712,0.9,4,2.2
"895","CYSTMON",NA,NA,NA,0.5,NA,0.2,NA,NA,25,3,0.5,1.3,1.003,1.2,NA,0.8
"896","CYSTOCO",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","CYSTOPT",NA,NA,NA,1,NA,NA,NA,NA,0.001,0.1,NA,0.2,0.2,NA,NA,6
"898","CYTISCO",NA,NA,41.5,233.51,83,NA,35.9,19,NA,6.1,1,NA,6.5,NA,NA,NA
"899","DACTARC",NA,NA,NA,NA,NA,NA,NA,2.1,3.91,0.6,NA,3.5,NA,NA,NA,0.1
"900","DACTGLO",NA,NA,10.8,53.33,52.001,103.66,43.97,20.22,6.1,11.5,17.9,10.3,8,20.5,NA,3.2
"901","DACTYLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"902","DANTCAL",NA,NA,4.5,1.67,3.23,6,35.5,0.63,NA,33.1,3,NA,0.1,NA,NA,NA
"903","DANTHON",NA,NA,32.5,6.1,NA,NA,0.1,40,NA,NA,1,NA,1,3,2,2
"904","DANTSPI",21.5,3,65.2,6.5,60.87,48,13.002,3.5,2.1,2.3,10,NA,9,NA,3,30.15
"905","DANTUNI",NA,NA,NA,0.5,0.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","DAPHLAU",NA,NA,NA,1.7,1.5,NA,1.7,1,NA,0.001,NA,NA,0.1,NA,NA,NA
"907","DAPHNE",NA,NA,NA,NA,NA,NA,NA,1,NA,0.001,NA,NA,NA,NA,NA,NA
"908","DASIFRU",6.5,NA,10.2,8.1,14.71,40.83,48.9,31.97,80.82,11.21,31.4,50.7,27.6,63.3,30.1,219.38
"909","DAUCCAR",4,2,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"910","DELPBIC",1.7,0.1,5,5.2,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","DELPGLA",0.5,NA,NA,NA,0.6,5.1,14.9,76.962,50.401,101.721,76.6,148.21,59.242,60.3,17.1,42.9
"912","DELPHIN",NA,0.5,NA,1.5,0.51,NA,0.5,NA,2.2,0.5,4.1,0.4,1,1,NA,0.1
"913","DELPMEN",0.2,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"914","DELPNUT",12.401,4.001,9.207,32.901,8.09,4.2,14.806,1.5,1.5,1,NA,NA,1,NA,NA,NA
"915","DENDABI",NA,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","DENDROA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"917","DERMATO",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","DERMMIN",0.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","DESCCES",NA,NA,NA,NA,NA,0.71,10.3,94.51,81.82,123.1,100.001,15.3,390.9,0.1,158.61,1111.41
"920","DESCDAN",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"921","DESCELO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.5,8.5,0.5,NA
"922","DESCHAM",NA,NA,NA,NA,NA,NA,0.7,1,NA,NA,NA,1,1,NA,NA,NA
"923","DESCINC",11.5,3.2,1.6,3.1,0.5,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","DESCPIN",15.4,2.4,1.1,6.91,2,0.5,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA
"925","DESCSOH",0.6,NA,NA,NA,0.5,0.1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"926","DESCSOP",2.5,0.1,4.4,1.7,NA,0.11,0.2,NA,NA,0.2,0.2,NA,1,NA,NA,0.5
"927","DESCURA",7.2,0.5,0.5,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","DIANARM",1,1,0.6,0.2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","DICHACU",NA,NA,NA,5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,20,6
"930","DICHOLI",NA,20.1,0.1,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","DICHOLY",NA,NA,NA,NA,NA,NA,0.2,26.1,5,NA,0.5,NA,NA,NA,NA,NA
"932","DICHPEL",NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,2.5,3,NA,NA,NA
"933","DICRACU",NA,NA,NA,1,6,12.5,10.1,36.1,21.2,24,0.3,35.8,1,3.8,0.1,4.3
"934","DICRANA",NA,NA,NA,NA,NA,NA,8,3,NA,10,5,NA,31.1,NA,NA,0.03
"935","DICRANE",NA,NA,0.5,0.1,5,NA,1.5,144.1,15.1,20.1,NA,0.5,NA,NA,NA,NA
"936","DICRANO",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","DICRANU",35.8,12.7,214.7,457.52,888.62,1247.131,3083.891,3471.885,4232.695,4170.732,2966.587,948.5,829.213,136.4,122,350.312
"938","DICRANW",5,NA,3,5,0.5,18,3,5,0.2,31,NA,NA,NA,NA,NA,NA
"939","DICRASP",NA,NA,NA,NA,0.5,NA,NA,0.1,NA,NA,2.7,8.5,5.4,NA,0.7,NA
"940","DICRBON",NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"941","DICRBRE",NA,NA,NA,NA,1,0.02,3,0.01,17.5,8.5,32.01,118,8,NA,NA,NA
"942","DICRCER",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1,NA,NA,NA,NA,NA
"943","DICRCIR",NA,NA,NA,NA,NA,NA,NA,NA,3.2,1,NA,6,NA,NA,NA,0.1
"944","DICRCRI",NA,2.5,11,1.001,3,0.3,5.5,4.6,8,1.3,0.6,0.501,0.6,NA,NA,NA
"945","DICRCRS",0.5,0.5,4.5,8.2,11.8,13.5,10.6,4,1.5,20.5,NA,0.2,0.5,NA,NA,NA
"946","DICRELO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"947","DICRFLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
