"","PlotNumber","Var.2","F","M","TD0","TD1","TD2","TD3","TD4","VW","W","X","NA","BGC_noSpace","BGC_LABEL","BGC_Zone","rSMR","aSMRC","aSMRE","aSMR_Veg","11SiteSeries"
"1","$812071",0.5,0,0,0,1,3.5,51,49,0,0,65,0,"ICHdw1","ICH dw 1","ICH ","2",2.5,2,"3MD","ICH dw 1 /01a"
"2","$812072",0,0,0.5,0,0,0.5,14,14.5,0,0,130,0,"ICHdw1","ICH dw 1","ICH ","3",3,3,"3MD","ICH dw 1 /01a"
"3","$812074",0,1,0,0,1,2,14,118,0,0.5,108,0,"ICHdw1","ICH dw 1","ICH ","2",2.5,2,"4SD","ICH dw 1 /01a"
"4","%780453",0,0.5,2,0,0,0,8.5,18.5,0,0,183,0,"PPdh2","PP  dh 2","PP  ","4",NA,NA,"4SD","ICH mk 1 /01"
"5","%796961",0,3.5,0.5,0,0,0,5,44.5,0,0,111.5,0,"MSdk1","MS  dk 1","MS  ","4",NA,NA,"4SD","MS  dk 1 /101"
"6","%801752",0,83,2.5,0,0,0.5,0,6,0,0.5,40.5,0,"ESSFdk1","ESSFdk 1","ESSF","4",5,5,"5F","ESSFdk 1 /101"
"7","%801756",0,105,0,0,0,0,4.5,10.5,0,0,69.5,0,"ESSFdk1","ESSFdk 1","ESSF","4",5,5,"4SD","ESSFdk 1 /101"
"8","%801763",0.5,8,0.5,0,0,0.5,6,31.5,0,0,91,0,"MSdk1","MS  dk 1","MS  ","4",NA,NA,"4SD","MS  dk 1 /101"
"9","%801775",0,2,3.5,0,0,0,0.5,2.5,0,0,102.5,0,"ESSFdk1","ESSFdk 1","ESSF","4",5,5,"5F","ESSFdk 1 /101"
"10","%801780",0,15.5,3,0,0,0,3,11.5,0,0,98.5,0,"MSdk1","MS  dk 1","MS  ","4",NA,NA,"5F","MS  dk 1 /101"
"11","?791117",0,0,0,0,2,66.5,21,1.5,0,0,42,2.5,"PPdh2","PP  dh 2","PP  ","4",NA,NA,"2VD","PP  dh 2 /101"
"12","?791118",0,0,0,0,1,2.5,22.5,28,0,0,35,0,"IDFdm2","IDF dm 2","IDF ","3",2.5,2,"3MD","IDF dm 2 /101"
"13","?791119",0,0,0,2,52,8.5,3.5,0,0,0,4,0,"IDFdm2","IDF dm 2","IDF ","2",2,2,"1ED","IDF dm 2 /101"
"14","?801806",0,0,0,0,0.5,1,52.5,54.5,0,0.5,47.5,1,"IDFdm2","IDF dm 2","IDF ","4",3,3,"3MD","IDF dm 2 /101"
"15","?801809",0,0,0,0,1,10,78.5,18,0,0,18.5,0,"IDFdm2","IDF dm 2","IDF ","3",2.5,2,"3MD","IDF dm 2 /101"
"16","?801814",0,0,0,0,2,17,45.5,2,0,0,27.5,0,"IDFdm2","IDF dm 2","IDF ","4",3,3,"3MD","IDF dm 2 /101"
"17","0001779",0.5,19.5,8.5,0,0,0,0.5,11,0,0,133,0,"ICHmm","ICH mm","ICH ","4",4.5,5,"5F","ESSFmm 1 /01"
"18","0002479",0,17,0,0,0,0,0,1,0,0,198,0,"ICHmm","ICH mm","ICH ","4",4.5,5,"5F","ESSFmm 1 /01"
"19","0003279",0,25.5,11,0,0,0,1.5,16,0,0,220,0,"ICHmm","ICH mm","ICH ","4",4.5,5,"6M","ESSFmm 1 /01"
"20","0004779",2,61,1,0,0,0,0.5,5,0,0,128,0,"ESSFmm1","ESSFmm 1","ESSF","4",5,5,"5F","ESSFmm 1 /01"
"21","000677",0,14,29,0,0,0,0,1,0,0,201,0,NA,NA,NA,NA,NA,NA,"6M","ICH wk 3 /01"
"22","0007179",0,35.5,1,0,0,0,0,2,0,0,182.5,0,"ESSFmm1","ESSFmm 1","ESSF","3",4,4,"5F","ESSFmm 1 /01"
"23","0007279",0,18.5,1,0,0,0,0,4.5,0,0,167.5,0,"ESSFmm1","ESSFmm 1","ESSF","3",4,4,"5F","ESSFmm 1 /01"
"24","0008079",0,1.5,0.5,0,0,0,0.5,3,0,0,142,1.5,NA,NA,NA,NA,NA,NA,"4SD","ESSFmm 1 /01"
"25","001479",0,0,0,0,0,0,21,49,0,0,222.2,0,"SBSdh1","SBS dh 1","SBS ","4",4,4,"4SD","SBS dh 1 /01"
"26","001579",0,0,0,0,0,0,41,16.7,0,0,174.7,0,"SBSdh1","SBS dh 1","SBS ","3",3.5,4,"3MD","SBS dh 1 /01"
"27","0018652",0,0,0,0,0,3,3.3,19.1,0,0,119.8,0,NA,NA,NA,NA,NA,NA,"4SD","SBS dk   /01"
"28","002079",0,2,0,0,0,0,16,8.5,0,0,116,0,"SBSdh1","SBS dh 1","SBS ","3",3.5,4,"3MD","SBS dh 1 /01"
"29","002179",0,0,6,0,0,0,6,5,0,0,160.5,0,"ICHmm","ICH mm","ICH ","4",4.5,5,"4SD","ICH mm   /01"
"30","0029780",0,55,3,0,0,0.5,1,6,0,0,200.5,0,"ESSFmm1","ESSFmm 1","ESSF","5",6,6,"5F","ESSFmm 1 /01"
"31","0030080",0,13,0.5,0,0,0.5,22,50,0,0,118.5,0,"ESSFmm1","ESSFmm 1","ESSF","2",3.5,3,"4SD","ESSFmm 1 /01"
"32","0036580",0,23,8.5,0,0,0,0.5,4,0,0,168,0,NA,NA,NA,NA,NA,NA,"5F","ESSFmm 1 /01"
"33","0037380",0,23.5,0,0,0,0,0.5,6.5,0,5,201.5,0,NA,NA,NA,NA,NA,NA,"5F","ESSFmm 1 /01"
"34","003779",0,5,16.5,0,0,0,3,1,0,0,136.5,0,"ICHmm","ICH mm","ICH ","4",4.5,5,"6M","ICH mm   /01"
"35","004179",0,1,0,0,0,0.5,13,15,0,0,164,0,"SBSdh1","SBS dh 1","SBS ","4",4,4,"3MD","SBS dh 1 /01"
"36","006479",0,0,0,0,0,0,48.5,38,0,0,131,0,"SBSdh1","SBS dh 1","SBS ","3",3.5,4,"3MD","SBS dh 1 /01"
"37","00CG008",0,0,0,0,0,0,21,20.1,0,0,80.5,0,"MSdm3w","MS  dm 3w","MS  ","4",NA,NA,"3MD","MS  dm 3 /101.2"
"38","00CG035",0,0,0,0,0,0,1.1,7.7,0,0,197.5,0,"MSdm3w","MS  dm 3w","MS  ","4",NA,NA,"4SD","MS  dm 3 /101.2"
"39","00CG038",1,5,0,0,0,0,0,37,0,0,121,0,"ESSFxc2","ESSFxc 2","ESSF","4",NA,NA,"4SD","ESSFxc 2 /101"
"40","00CG090",8,32,0,0,0,0,0,42,0,0,112,0,"ESSFxc2","ESSFxc 2","ESSF","4",NA,NA,"4SD","ESSFxc 2 /101"
"41","00CG111",0,21,2,0,0,0,0,45,0,0,161,0,"ESSFdc3","ESSFdc 3","ESSF","4",NA,NA,"5F","ESSFdc 3 /101"
"42","00CG191",0,0,0,0,0,0,0,15.8,0,0,97.5,0,"MSdm3","MS  dm 3","MS  ","4",NA,NA,"4SD","MS  dm 3 /101.1"
"43","00DL900",1,25,10,0,0,0,0,10,0,0,90.1,0,NA,NA,NA,NA,NA,NA,"5F","ESSFwc 2 /01"
"44","00DL901",0,0,18,0,0,0,2,3,0,0,91.1,0,"ICHdw3","ICH dw 3","ICH ","4",NA,NA,"6M","ICH mw 5 /01"
"45","00JG053",0,43.1,3,0,0,0,3.1,31.2,0,0,263.1,0,"MSdm3","MS  dm 3","MS  ","4",NA,NA,"5F","MS  dm 3 /101.1"
"46","00JG062",0,20,2,0,0,0,1,30.6,0,0,258.8,0,"MSdm3","MS  dm 3","MS  ","4",NA,NA,"5F","MS  dm 3 /101.1"
"47","00KJ03",0,0.5,0,0,0,0,14,33.5,0,0,114,0,NA,NA,NA,NA,NA,NA,"4SD","MS  xk 2 /101"
"48","00MR01",0,0,0,0,0.5,5.5,41,1.5,0,0,36.5,0,"IDFxh2","IDF xh 2","IDF ","3",2,2,"3MD","IDF xh 2 /101"
"49","00NB01",0,0.1,0,0,0,0,9.5,37.1,0,0,85,0.5,"MSdm2","MS  dm 2","MS  ","4",4,4,"4SD","MS  dm 2 /101"
"50","010380",0,4.5,45.5,0,0,0,0.5,2,0,0,133,0,"ICHvk2","ICH vk 2","ICH ","4",6,6,"6M","SBS vk   /01"
"51","010579",0,8.5,96.5,0,0,0,0,2.5,0,0,64.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH wk 3 /01"
"52","010680",0,1,79.5,0,0,0,0,0.5,0,0,144,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"53","010779",0,50.5,13,0,0,0,0,1,0,0,131,0,NA,NA,NA,NA,NA,NA,"6M","ICH wk 3 /01"
"54","010880",0,41,122.5,0,0,0,0,1,0,0,79.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"55","0109105",0,0,0,0,0.3,1.3,43.1,5.2,0.5,0,28.3,0.1,NA,NA,NA,NA,NA,NA,"3MD","IDF xh 4 /01"
"56","0109108",0,0,0,0.2,0.3,11,10.3,14.2,0,0,39.7,1.1,"IDFdm1","IDF dm 1","IDF ","4",3,3,"3MD","IDF xh 4 /01"
"57","0109113",0,0,0,2,0.2,5.6,41.8,3.5,0,0,52.4,0.1,"IDFxh4","IDF xh 4","IDF ","3",2,2,"3MD","IDF xh 4 /01"
"58","0109115",0,0,0,0,0.1,15,31.8,30.1,0,0,31.6,0,NA,NA,NA,NA,NA,NA,"3MD","IDF xh 4 /01"
"59","0109121",0,0,0,0,0.1,4,36.4,1.8,0,0,48.9,0,"IDFxh4","IDF xh 4","IDF ","3",2,2,"3MD","IDF xh 4 /01"
"60","0109122",0,0,0,0,0.2,16.2,37.4,4.3,0,0,44.6,0,"IDFxh4","IDF xh 4","IDF ","3",2,2,"3MD","IDF xh 4 /01"
"61","0109126",0,0,0,0,0.2,2.2,34.5,53.3,0,0,22.1,0,"IDFxh4","IDF xh 4","IDF ","4",3,3,"3MD","IDF xh 4 /01"
"62","0109127",0,0,0,0,0.3,25.2,26,1.8,0,0,60.4,0,"IDFxh4","IDF xh 4","IDF ","3",2,2,"3MD","IDF xh 4 /01"
"63","0109133",0,0,0,0.1,0,26,70.1,24.8,0,0,10.6,0,"IDFxh4","IDF xh 4","IDF ","4",3,3,"3MD","IDF xh 4 /01"
"64","0109141",0,0,0.1,0,0,0,7.8,29.2,0,0,99.7,0,NA,NA,NA,NA,NA,NA,"4SD","ICH dw 2 /01"
"65","0109152",0,0.1,0,0,0,0.1,5.1,34.1,0,0,60.7,0,"ICHdw1","ICH dw 1","ICH ","4",4,4,"4SD","ICH dw 2 /01"
"66","0109155",0,0,0,0,0,0.6,10,33.6,0,0,85.7,0,NA,NA,NA,NA,NA,NA,"4SD","ICH dw 2 /01"
"67","0109156",0,0,0,0,0,0.4,5.9,42.3,0,0,60.5,0,NA,NA,NA,NA,NA,NA,"4SD","ICH dw 2 /01"
"68","0109178",0,0,0,0,0,0.1,4.5,18.9,0,0,84.5,0,NA,NA,NA,NA,NA,NA,"4SD","ICH dw 2 /01"
"69","0109182",0,0,0,0,1,1.2,9.8,8.5,0,0,140.7,0,"IDFdk5","IDF dk 5","IDF ","4",3.5,3,"3MD","IDF dm 2 /101"
"70","0109183",0,0,0,1.1,17.8,12.3,13.2,0,0,0,46.7,0,"IDFxk","IDF xk","IDF ","4",NA,NA,"2VD","IDF xk   /101"
"71","0109188",0,0,0.1,0,0,0,11.1,44.2,0,0,73.7,0,"ICHdw1","ICH dw 1","ICH ","4",4,4,"4SD","ICH dw 2 /01"
"72","0109195",0,0,0,0.1,0.1,6.1,17.9,7.2,0,0,46.9,0,"IDFdm1","IDF dm 1","IDF ","3",2.5,2,"3MD","IDF xh 4 /01"
"73","0109201",0,0,0,0.5,3.3,9.8,7.2,4,0,0,53.6,0,"IDFxk","IDF xk","IDF ","4",NA,NA,"2VD","IDF xk   /101"
"74","0109205",0,0,0,0,0.5,0.3,34.3,17.2,0,0,60.5,0,"IDFdk5","IDF dk 5","IDF ","4",3.5,3,"3MD","IDF dk 5 /101"
"75","0109206",0,0,0,0,0,0.6,21.3,23.7,0,0,63.8,0,"IDFdk5","IDF dk 5","IDF ","3",2.5,2,"3MD","IDF dk 5 /101"
"76","0109207",0,0,0,0,0,0.5,14.3,30.8,0,0,70.1,0,"IDFdk5","IDF dk 5","IDF ","3",2.5,2,"4SD","IDF dk 5 /101"
"77","0109208",0,0,0,0,0,1,18.2,28.2,0,0,65.5,0,"IDFdk5","IDF dk 5","IDF ","4",3.5,3,"3MD","IDF dk 5 /101"
"78","0109209",0,0,0,0,0,0.7,12.7,18.6,0,0,93.4,0,NA,NA,NA,NA,NA,NA,"3MD","IDF dk 5 /101"
"79","0112921",22.9,1.1,1,0,0,0,0,15,0,0,99.8,0,NA,NA,NA,NA,NA,NA,"4SD","ESSFdkw /101"
"80","0114634",0,5.9,0.1,0,0,0,0.1,22,0,0,124.8,0,"SBSmc2","SBS mc 2","SBS ","4",4.5,5,"4SD","SBS mc 2 /01"
"81","0114636",0,8.2,0,0,0,0,0.1,6,0,0,156.2,0,NA,NA,NA,NA,NA,NA,"4SD","SBS mc 2 /01"
"82","0114639",0,5.1,0,0,0,0.2,0,4.5,0,0,160.5,0,NA,NA,NA,NA,NA,NA,"4SD","SBS mc 2 /01"
"83","011480",0,4,183.5,0,0,0,0,3,0,1,20.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"84","0116409",0.1,0.5,1.1,0,0,0.5,1,4.1,0,0,166.2,0.5,"SWBmk","SWB mk","SWB ","4",NA,NA,"4SD","SWB mk 1 /01"
"85","0116457",0.1,0,0.1,0,0,0,0.5,4.5,0,0,156.2,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"4SD","BWBSmk   /101"
"86","0116462",0.5,0,0,0,0,0.5,0,0.5,0,0,173.2,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"5F","BWBSmk   /101"
"87","0116480",2.1,0,0,0,0,0,2.5,10.1,0,0,168.3,0,"BWBSmk","BWBSmk","BWBS","3",4,4,"4SD","BWBSmk   /101"
"88","0116481",4.1,0,0,0,0,0,0.6,8.6,0,0,138.3,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"4SD","BWBSmk   /101"
"89","0116627",3.1,0,1,0,0,0,1,0.6,0,0.1,187.8,0,"BWBSmk","BWBSmk","BWBS","5",6,6,"5F","BWBSmk   /101"
"90","0116638",1.2,0,0,0,0.1,0,0.5,0.3,0,0,174,0.2,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"5F","SWB mk 1 /01"
"91","0116639",3.5,0,0.1,0,0,1,0,0.5,0,0,192.4,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"5F","BWBSmk   /101"
"92","0116671",0.6,0,0,0,0,0.1,1.6,3.2,0,0.1,192.1,0.1,"BWBSmk","BWBSmk","BWBS","3",4,4,"4SD","BWBSmk   /101"
"93","012280",0,15,140,0,0,0,0,0,0,0,129,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"94","012579",0,6.5,90,0,0,0,0.5,3.5,0,0,159.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH wk 3 /01"
"95","012580",0,44,88.5,0,0,0,0,7,0,1,191.5,0,"SBSvk","SBS vk","SBS ","5",6.5,6,"6M","SBS vk   /01"
"96","012680",0,12,141.5,0,0,0,0,0.5,0,0,52,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"97","012780",0,28,88.5,0,0,0,0,7.5,0,0,175,0,"SBSvk","SBS vk","SBS ","3",5,5,"6M","SBS vk   /01"
"98","013080",0.5,3,168.5,0,0,0,0,2.5,0,50,96.5,0,NA,NA,NA,NA,NA,NA,"8W","ICH vk 2 /01"
"99","013280",0,7.5,98.5,0,0,0,0,2,0,0,107.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"100","013380",0,2.5,87,0,0,0,0,0.5,0,0,92,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"101","013480",0,6.5,59.5,0,0,0,0,1.5,0,0.5,50,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"102","013580",0,1,88.5,0,0,0,0,0.5,0,0.5,47,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"103","013780",0,2.5,78.5,0,0,0,0,1,0,0,35.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"104","013980",0,3,66.5,0,0,0,0,1,0,0,26,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"105","014080",0,3,88.5,0,0,0,0,2,0,1,104.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"106","014280",0,2.5,149,0,0,0,0,0.5,0,0,63.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"107","014380",0,3.5,42.5,0,0,0,0,1,0,0,113.5,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"108","0146679",0,17,0,0,0,0,0,9,0,0,122,0,"ESSFmm1","ESSFmm 1","ESSF","4",5,5,"5F","ESSFmm 1 /01"
"109","0148179",0,6,4,0,0,0,0,6,0,1,141,0,"ESSFmm1","ESSFmm 1","ESSF","4",5,5,"5F","ESSFmm 1 /01"
"110","0148279",0,33,4,0,0,0,0,1,0,0,150,0,"ESSFmm1","ESSFmm 1","ESSF","3",4,4,"5F","ESSFmm 1 /01"
"111","0149379",0,5,0.5,0,0,0,2,3,0,0,149,0,"ESSFmm1","ESSFmm 1","ESSF","3",4,4,"4SD","ESSFmm 1 /01"
"112","0149479",0,80,0,0,0,0,0,3.5,0,0,162.5,0,"ESSFmm1","ESSFmm 1","ESSF","4",5,5,"5F","ESSFmm 1 /01"
"113","017579",0,19.5,182,0,0,0,0,0.5,0,0.5,63,0,NA,NA,NA,NA,NA,NA,"6M","ICH vk 2 /01"
"114","019477",0,10,87,0,0,0,0,6,0,0,246,2,NA,NA,NA,NA,NA,NA,"6M","ICH wk 3 /01"
"115","019977",0,20,48,0,0,0,1,5,0,1,203,0,NA,NA,NA,NA,NA,NA,"6M","ICH wk 3 /01"
"116","01KJ03",0,0,0,0,0,0,0,2,0,0,143.1,0,"ICHdw3","ICH dw 3","ICH ","4",NA,NA,"5F","ICH dw 3 /101"
"117","01KJ11",0,0,0,0,0,0,9.5,53,0,0,80.5,0,"IDFdc","IDF dc","IDF ","4",NA,NA,"4SD","IDF dc /101.1"
"118","01KJ12",0.5,6,0.5,0,0,0,0,15,0,0,160,0,"ESSFmw2","ESSFmw 2","ESSF","4",5,5,"4SD","ESSFmw 2 /101.1"
"119","01MR03",0,0,0,0,0,0,12,0.5,0,0,57.6,1,"IDFww1","IDF ww 1","IDF ","4",NA,NA,"3MD","IDF ww   /101"
"120","01NB01",0,0,0,0,0,0,1.5,27.6,0,0,81.5,0,"MSdm2","MS  dm 2","MS  ","3",3.5,3,"4SD","MS  dm 2 /101"
"121","01OK007",0.2,25.1,0.24,0,0,0,0,21.8,0,0,76.4,0,"ESSFxc2","ESSFxc 2","ESSF","4",NA,NA,"4SD","ESSFxc 2 /101"
"122","01OK008",0,24,0.4,0,0,0,0,4.58,0,0,82.93,0,"ESSFdc1","ESSFdc 1","ESSF","4",5,5,"5F","ESSFdc 1 /101"
"123","01OK056",0,0,0.001,0,0,0.01,88,1.84,0,0,21.311,0,"IDFdk2","IDF dk 2","IDF ","4",3.5,3,"3MD","IDF dk 2 /101"
"124","01OK064",0,0,0.02,0,0,0,0.03,6.3,0,0,67.54,0,"MSdm2","MS  dm 2","MS  ","4",4,4,"4SD","MS  dm 2 /101"
"125","01OK065",0,42,0.1,0,0,0,0.5,5.15,0,0,64.4,0,"ESSFxc2","ESSFxc 2","ESSF","4",NA,NA,"5F","ESSFxc 2 /101"
"126","01OK066",0,16.9,1.01,0,0,0,0.5,5.53,0,0,72.95,0,"ESSFdc2","ESSFdc 2","ESSF","4",4.5,5,"5F","ESSFdc 2 /101"
"127","01OK069",0,13,0.1,0,0,0,0.2,29,0,0,39.2,0,"ESSFxc2","ESSFxc 2","ESSF","4",NA,NA,"4SD","ESSFxc 2 /101"
"128","01OK073",0,43,10,0,0,0,0,1.8,0,0,91.41,0,"ESSFdc2","ESSFdc 2","ESSF","4",4.5,5,"5F","ESSFdc 1 /101"
"129","01OK074",0,0.03,0,0,0,0,0.21,26.52,0,0,54.733,0,"MSdm1","MS  dm 1","MS  ","3",3.5,3,"4SD","MS  dm 1 /101"
"130","01OK114",0,0.5,0,0,0,0,30,34.5,0,0,40,0,"MSxk1","MS  xk 1","MS  ","4",4,4,"3MD","MS  xk 1 /101a"
"131","01OK125",0,0,0,0,0,0,51.3,49.5,0,0,46,0,"MSxk1","MS  xk 1","MS  ","3",3.5,3,"3MD","MS  xk 1 /101a"
"132","01OK148",0,0,0,0,0,0.5,53.4,59.9,0,0,30.6,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"3MD","IDF dk 2 /101"
"133","01OK162",0,0,0,0,0,0.2,3.5,15.501,0,0,96.1,0,"MSdm2","MS  dm 2","MS  ","4",4,4,"4SD","MS  dm 2 /101"
"134","01OK165",0,0.5,0,0,0,0,8.5,23.6,0,0,75.021,0,"MSdm2","MS  dm 2","MS  ","4",4,4,"4SD","MS  dm 2 /101"
"135","01OK168",0,0,1,0,2,0.001,69.72,0.12,0,0,21.461,0,"IDFdk2","IDF dk 2","IDF ","4",3.5,3,"3MD","IDF dk 2 /101"
"136","01OK173",0,0,0,0,0,0,19.5,3.1,0,0,15.9,0,"IDFdk2","IDF dk 2","IDF ","4",3.5,3,"3MD","IDF dk 2 /101"
"137","01OK174",0,0,0,0,0,1,20.1,25.111,0,0,13.951,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"3MD","IDF dk 2 /101"
"138","01OK176",0,0,0,0,0,0,2.5,3.65,0,0,9.74,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"4SD","IDF dk 2 /101"
"139","01OK191",0,0,0,0,0,0,69.2,8.5,0,0,11.41,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"3MD","IDF dk 2 /101"
"140","01OK196",0,0,0,0,0,0,72.62,15.1,0,0,28.73,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"3MD","IDF dk 2 /101"
"141","01OK197",0,0,0,0,0,0,4.2,2.401,0,0,6.21,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"4SD","IDF dk 2 /101"
"142","01OK198",0,0,0,0,0,0.01,28.6,21.4,0,0,32.81,0,"IDFdk2","IDF dk 2","IDF ","3",3,2,"3MD","IDF dk 2 /101"
"143","01OK202",0,0,0,0,0,0,51,6.3,0,0,13.05,0,"IDFdk1","IDF dk 1","IDF ","4",3.5,3,"3MD","IDF dk 1 /101"
"144","01OK206",0,0,0,0,0,1,47.6,1.32,0,0,18.01,0,"IDFdk2","IDF dk 2","IDF ","4",3.5,3,"3MD","IDF dk 2 /101"
"145","01VL02",0,0,0,0,0,0.5,3.5,6,0,0,43.5,0,"IDFdk2","IDF dk 2","IDF ","4",3.5,3,"4SD","IDF dk 2 /101"
"146","01VL03",0,0,0,0,0,7,19,2.5,0,0,64,0,"MSxk1","MS  xk 1","MS  ","4",4,4,"3MD","IDF xh 1 /101"
"147","02-1365",0.1,0,0,0,0,0,0,2.5,0,0,207.6,0,"SWBmk","SWB mk","SWB ","4",NA,NA,"5F","BWBSwk 3 /101"
"148","02-1367",0,0,4,0,0,0.2,0.6,3.1,0,0,161.5,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"4SD","BWBSwk 3 /101"
"149","02-1381",0.1,0.1,1.4,0,0,0,0,0,0,0,168,0,"BWBSwk3","BWBSwk 3","BWBS","5",6.5,6,"5F","BWBSwk 3 /101"
"150","02-1383",0,0,0.1,0,0,0,0,2,0,0,188.3,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"5F","BWBSwk 3 /101"
"151","02-1391",0.3,0,0.1,0,0,0,0,1.5,0,0,182.3,0,"BWBSwk3","BWBSwk 3","BWBS","4",5,5,"5F","BWBSwk 3 /101"
"152","02-1395",0.1,0,1.6,0,0,0,0,1,0,0,215.4,0,"BWBSwk3","BWBSwk 3","BWBS","4",5,5,"5F","BWBSwk 3 /101"
"153","02-1396",0.1,0.1,0,0,0,0,0,3,0,0,190.3,0,"BWBSwk3","BWBSwk 3","BWBS","4",5,5,"5F","BWBSwk 3 /101"
"154","02-2554",0,57.5,7.5,0,0,0,0,0,0,0,189.5,0,NA,NA,NA,NA,NA,NA,"5F","CWH vh 2 /01"
"155","020680",0,29.5,55.5,0,0,0,0,0,0,26.8,167,0,"CWHvh2","CWH vh 2","CWH ","5",6.5,7,"7VM","CWH vh 2 /01"
"156","020880",0,168,46,0,0,0,0,0,0,0,106,0,"CWHvm1","CWH vm 1","CWH ","5",6.5,6,"6M","CWH vm 1 /01"
"157","021002",2,0,4,0,0,0,0.1,1.5,0,0,273.1,0,"BWBSmk","BWBSmk","BWBS","5",6,6,"5F","BWBSmk   /101"
"158","021003",0.5,0.5,0,0,0,0.2,0.6,1.3,0,0,182.1,0,"BWBSmk","BWBSmk","BWBS","4",4.5,5,"5F","BWBSmk   /101"
"159","021076",1,24.5,32.2,0,0,0,0,0.1,0,0,153.1,0,"CWHwh2","CWH wh 2","CWH ","4",6,6,"6M","CWH wh 2 /101"
"160","021480",0,84.5,4.5,0,0,0,0,1,0,0,135,0,"CMAunp","CMA unp","CMA ","4",NA,NA,"5F","CWH ws 2 /01"
"161","021780",0,74,1.5,0,0,0,0,0.5,0,0,127.5,0,"CWHms2","CWH ms 2","CWH ","4",5,5,"5F","CWH ws 2 /01"
"162","021980",0,138,8.5,0,0,0,0,1,0,0,117,0,"MHmm2","MH  mm 2","MH  ","4",5.5,5,"5F","CWH ws 2 /01"
"163","022080",0,135.5,15,0,0,0,0,0.5,0,0,108.5,0,"CWHvm2","CWH vm 2","CWH ","4",5.5,5,"6M","CWH ws 2 /01"
"164","022180",0,128.5,1.5,0,0,0,0,0,0,0,110,0,"MHmm2","MH  mm 2","MH  ","4",5.5,5,"5F","CWH ws 2 /01"
"165","022480",0,19,2,0,0,0,0,0.5,0,0,164,0,"CWHwh1","CWH wh 1","CWH ","4",5.5,6,"5F","CWH wh 1 /101"
"166","022580",0,13,4.5,0,0,0,0,0,0,0,97,0,"CWHwh1","CWH wh 1","CWH ","4",5.5,6,"5F","CWH wh 1 /101"
"167","022780",0,108,44,0,0,0,0,3,0,5,224,0,"CWHws1","CWH ws 1","CWH ","4",4.5,5,"6M","CWH ws 1 /01"
"168","022880",0,162,47,0,0,0,0,0.5,0,0,104,0,"CWHvh3","CWH vh 3","CWH ","5",NA,NA,"6M","CWH vh 3 /101"
"169","023080",0,180.2,40,0,0,0,0,0,0,0,96.3,0,"CWHvm1","CWH vm 1","CWH ","4",5.5,5,"6M","CWH vh 2 /01"
"170","023180",0,47.5,4.5,0,0,0,0,0,0,0,92,0,"CWHwh1","CWH wh 1","CWH ","4",5.5,6,"5F","CWH wh 1 /101"
"171","023380",0,54,4.5,0,0,0,0,0,0,0,132,0,"CWHwh1","CWH wh 1","CWH ","3",5,5,"5F","CWH wh 1 /101"
"172","023480",0.5,57.2,7.5,0,0,0,0,0,0,0,128.5,0,"CWHwh1","CWH wh 1","CWH ","4",5.5,6,"5F","CWH wh 1 /101"
"173","023880",0.5,57.5,43.5,0,0,0,0,0,0,0,87.5,0,"CWHwh2","CWH wh 2","CWH ","5",6.5,6,"6M","CWH wh 2 /101"
"174","023980",0,24,9,0,0,0,0,0,0,0,147,0,"CWHwh1","CWH wh 1","CWH ","4",5.5,6,"5F","CWH wh 1 /101"
"175","024080",0.5,30.5,47,0,0,0,0,0,0,1,113.5,0,"CWHvh3","CWH vh 3","CWH ","5",NA,NA,"6M","CWH wh 2 /101"
