"780","CICUBUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"781","CICUDOU",NA,NA,NA,NA,NA,NA,3,1,NA,5,7,4,27,13,10,86,37
"782","CICUMAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"783","CICUTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA
"784","CINCLID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"785","CINCSTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6,2
"786","CINCSUB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"787","CINNA",NA,NA,NA,NA,NA,NA,2,NA,NA,1,3,NA,1,NA,NA,NA,1
"788","CINNLAT",NA,NA,NA,NA,1,6,32,34,53,55,84,118,218,70,47,62,114
"789","CIRCAEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3
"790","CIRCALP",NA,NA,NA,1,1,2,20,21,33,62,138,122,370,70,66,86,60
"791","CIRRCIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2
"792","CIRSARV",2,NA,NA,5,7,15,32,18,4,11,7,17,22,5,5,6,47
"793","CIRSBRE",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"794","CIRSDRU",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4
"795","CIRSEDU",1,NA,2,2,4,3,1,7,4,3,1,2,10,1,NA,5,15
"796","CIRSFOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
"797","CIRSHOO",2,NA,2,8,2,9,NA,6,7,NA,NA,NA,NA,NA,NA,NA,35
"798","CIRSIUM",9,4,12,9,9,16,28,12,7,4,11,7,16,2,2,4,71
"799","CIRSPAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,1
"800","CIRSUND",13,6,6,15,2,4,8,NA,1,NA,1,NA,1,NA,1,NA,31
"801","CIRSVUL",1,1,3,6,9,15,17,5,9,3,5,4,2,2,2,2,21
"802","CLADACU",NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"803","CLADALB",NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1
"804","CLADAMA",NA,NA,NA,2,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,6
"805","CLADARB",32,2,20,36,43,86,83,71,35,19,10,8,9,7,1,27,160
"806","CLADBAI",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"807","CLADBEL",2,NA,4,4,8,27,51,29,20,16,9,29,20,NA,1,14,88
"808","CLADBOE",58,15,25,22,21,48,32,30,25,17,11,4,7,1,NA,3,120
"809","CLADBOY",2,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5
"810","CLADCAI",43,7,36,58,18,46,15,5,3,5,3,5,2,NA,NA,NA,100
"811","CLADCAN",2,1,9,7,9,10,19,22,16,9,1,13,3,NA,2,1,71
"812","CLADCEN",6,6,10,18,14,20,31,22,12,7,3,3,8,1,3,4,75
"813","CLADCER",32,11,22,23,8,27,11,7,5,1,1,1,1,NA,NA,NA,85
"814","CLADCHL",47,11,58,60,70,89,110,59,62,43,21,25,37,1,3,19,272
"815","CLADCIL",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,3,NA
"816","CLADCOC",3,1,4,14,5,8,3,5,3,2,1,1,NA,NA,NA,1,3
"817","CLADCOI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"818","CLADCON",1,NA,3,4,9,22,19,14,21,14,1,8,6,1,3,5,27
"819","CLADCOR",13,4,25,47,38,76,83,91,79,49,27,28,15,7,2,26,397
"820","CLADCRI",NA,NA,3,6,6,11,19,10,3,1,2,2,3,NA,NA,2,17
"821","CLADCYA",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","CLADDEC",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"823","CLADDEF",10,1,15,22,15,30,48,37,30,23,6,4,8,1,NA,8,140
"824","CLADDIG",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2
"825","CLADECM",9,8,36,56,61,130,183,165,140,87,44,40,36,6,5,7,749
"826","CLADFIM",21,6,20,22,25,39,34,20,27,9,7,13,1,2,3,4,96
"827","CLADFUR",NA,NA,3,5,10,6,7,7,6,NA,2,3,3,NA,1,10,5
"828","CLADGRA",34,15,56,70,90,121,177,125,100,51,40,35,26,7,4,46,336
"829","CLADHOM",NA,NA,NA,NA,NA,2,4,1,9,3,NA,1,1,NA,NA,NA,3
"830","CLADINA",6,5,13,41,94,131,151,104,90,47,32,19,14,3,6,52,192
"831","CLADMAC",NA,1,7,3,8,9,7,3,1,NA,1,2,3,NA,2,1,17
"832","CLADMAE",NA,NA,NA,NA,3,3,4,1,1,NA,1,NA,1,NA,NA,NA,13
"833","CLADMAO",5,1,1,5,2,9,3,1,1,NA,NA,NA,NA,NA,1,NA,12
"834","CLADMER",1,1,NA,NA,NA,NA,1,3,NA,4,NA,5,1,NA,2,NA,NA
"835","CLADMET",NA,NA,1,NA,NA,1,2,1,1,NA,NA,1,NA,NA,NA,1,7
"836","CLADMIT",16,3,24,53,65,139,145,171,118,58,49,34,28,15,7,60,561
"837","CLADMUL",1,NA,7,23,21,35,31,41,14,12,4,3,7,1,NA,3,51
"838","CLADNOR",NA,NA,NA,NA,NA,NA,1,2,NA,2,2,NA,1,1,NA,NA,1
"839","CLADNOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"840","CLADOCH",NA,NA,3,2,4,6,17,14,13,19,8,14,4,2,2,2,36
"841","CLADONA",NA,NA,NA,2,3,NA,2,5,1,4,NA,NA,NA,NA,NA,NA,3
"842","CLADONI",73,50,116,201,302,426,452,407,409,236,128,109,89,11,14,49,1267
"843","CLADPAR",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"844","CLADPHY",18,4,15,26,31,24,44,21,5,6,1,2,2,NA,NA,1,62
"845","CLADPLE",5,1,3,6,8,5,12,4,7,3,NA,3,4,NA,NA,6,26
"846","CLADPOC",NA,2,1,8,1,4,3,2,5,1,1,NA,NA,NA,2,NA,13
"847","CLADPOR",NA,NA,4,8,8,10,15,4,10,6,1,4,11,1,2,59,26
"848","CLADPSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"849","CLADPYX",106,30,76,99,63,92,71,54,44,36,20,15,10,2,1,10,353
"850","CLADRAN",3,4,18,59,105,191,205,204,147,84,43,59,64,12,6,103,399
"851","CLADREI",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"852","CLADSCA",NA,NA,1,NA,3,NA,2,1,2,NA,NA,7,NA,1,NA,1,8
"853","CLADSCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"854","CLADSIN",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1
"855","CLADSQU",NA,NA,NA,1,6,6,11,12,21,13,6,23,16,NA,NA,5,55
"856","CLADSTE",NA,NA,NA,4,7,15,10,35,17,5,6,14,11,5,2,15,92
"857","CLADSTI",1,NA,3,2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,5
"858","CLADSTY",NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,1,5
"859","CLADSUF",NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,3
"860","CLADSUL",3,3,22,19,23,32,55,49,39,18,10,18,7,5,5,11,301
"861","CLADSUU",1,NA,2,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","CLADSYM",94,34,46,37,8,16,17,2,2,1,2,NA,NA,NA,NA,NA,49
"863","CLADTRA",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,3
"864","CLADUMB",NA,NA,NA,1,1,1,3,2,NA,NA,3,3,3,1,NA,NA,6
"865","CLADUNC",6,1,4,12,12,28,23,13,5,3,1,4,2,NA,1,26,68
"866","CLADVER",NA,NA,NA,3,4,5,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1
"867","CLADWAN",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"868","CLAOBOL",NA,NA,NA,NA,NA,NA,NA,4,4,7,2,10,2,NA,1,2,5
"869","CLAOCRI",NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,2,1,NA,NA,NA,2
"870","CLAOPOD",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,2
"871","CLAOWHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"872","CLARPUL",10,3,7,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","CLAVARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"874","CLAYCOR",NA,NA,1,NA,1,1,NA,NA,1,2,5,4,29,2,7,NA,4
"875","CLAYLAN",NA,1,3,6,5,4,4,2,3,3,2,3,9,1,1,1,133
"876","CLAYMEG",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3
"877","CLAYPAR",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","CLAYPER",7,2,9,12,4,1,3,NA,NA,NA,NA,NA,3,1,1,1,2
"879","CLAYRUB",3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"880","CLAYSAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"881","CLAYSIB",NA,NA,NA,2,2,NA,3,3,8,10,14,20,58,NA,8,14,34
"882","CLAYTON",NA,NA,NA,1,NA,NA,1,1,NA,1,2,NA,1,NA,NA,NA,2
"883","CLAYWAS",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","CLEMATI",NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1
"885","CLEMLIG",4,1,NA,1,NA,2,18,3,NA,NA,3,NA,NA,NA,NA,NA,4
"886","CLEMOCC",1,1,5,10,35,53,97,66,44,13,17,10,3,NA,NA,1,133
"887","CLIMACI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"888","CLIMDEN",NA,NA,NA,NA,NA,NA,2,3,7,12,2,8,30,7,14,38,46
"889","CLINDOU",NA,NA,1,1,6,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,8
"890","CLINTON",NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"891","CLINUNI",NA,NA,1,10,55,277,714,1054,1425,1060,802,723,818,110,62,78,1049
"892","COCHGRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"893","COELACU",47,3,4,3,2,5,8,NA,1,NA,NA,2,NA,NA,NA,5,56
"894","COELOCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"895","COELOGL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,3
"896","COELVIR",NA,NA,NA,1,1,7,7,22,1,5,5,8,7,7,8,26,20
"897","COLLCER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"898","COLLEMA",19,2,19,21,2,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"899","COLLGRD",1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"900","COLLGRN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"901","COLLHET",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","COLLINS",2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2
"903","COLLLIN",24,3,25,27,17,10,5,3,1,NA,NA,NA,NA,NA,NA,NA,21
"904","COLLOMI",NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","COLLPAR",96,40,91,119,63,35,21,9,3,1,NA,NA,1,1,1,NA,62
"906","COLLTEN",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","COLLUND",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","COMANDR",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","COMAPAU",NA,NA,NA,NA,NA,1,NA,1,NA,4,7,9,29,17,19,484,335
"910","COMAUMB",50,12,38,43,5,16,5,1,NA,NA,NA,NA,NA,NA,4,5,54
"911","CONACOM",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"912","CONIGME",NA,NA,NA,NA,NA,NA,4,2,NA,1,NA,1,10,NA,3,14,13
"913","CONIMAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"914","CONOCEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,3,1
"915","CONOTET",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"916","COPTASP",NA,NA,NA,NA,NA,3,14,6,61,84,13,243,253,4,62,192,143
"917","COPTIS",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2
"918","COPTLAP",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,6,3,16,8
"919","COPTTRI",NA,NA,NA,NA,NA,NA,5,1,5,8,2,13,14,NA,16,88,13
"920","CORALLO",NA,NA,NA,2,NA,4,18,14,13,12,2,NA,1,2,NA,1,11
"921","CORAMAC",NA,NA,1,1,13,30,53,77,55,56,28,34,22,4,3,6,30
"922","CORAMER",NA,NA,NA,NA,1,3,3,3,5,9,1,10,2,NA,1,2,4
"923","CORASTR",NA,NA,NA,1,3,6,21,23,19,11,5,5,3,NA,NA,NA,6
"924","CORATRI",NA,NA,NA,NA,1,8,17,41,16,28,12,11,20,6,2,17,16
"925","CORELAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"926","CORNACE",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","CORNCAN",NA,2,4,23,134,474,1088,1811,1929,1691,1193,1354,1479,318,229,681,1953
"928","CORNICU",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"929","CORNNOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"930","CORNNUT",NA,NA,NA,NA,2,8,14,4,6,8,2,2,4,NA,NA,3,1
"931","CORNSTO",1,2,4,13,38,113,292,462,352,283,410,289,511,148,79,207,488
"932","CORNSUE",NA,NA,NA,NA,NA,NA,1,NA,2,4,NA,NA,2,NA,NA,NA,4
"933","CORNUNA",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,3,2
"934","CORNUS",NA,NA,NA,NA,1,NA,NA,1,1,NA,2,6,4,1,1,1,2
"935","CORYAUR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","CORYCOR",1,NA,3,23,41,145,139,95,58,22,40,12,32,4,2,6,83
"937","CORYDAL",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","CORYLUS",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"939","CORYPAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"940","CORYSCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"941","CORYSEM",NA,1,2,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"942","COSCCAL",31,8,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"943","CRASSUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"944","CRATAEG",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"945","CRATDOU",1,NA,2,4,3,7,19,10,5,5,6,4,4,4,1,7,7
"946","CRATFIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,18
"947","CRATONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA
"948","CREPATR",113,61,65,120,51,31,10,1,1,1,NA,NA,NA,NA,NA,NA,111
"949","CREPCAP",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","CREPINT",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"951","CREPIS",5,7,4,12,7,9,2,3,1,1,1,NA,NA,NA,NA,1,17
"952","CREPOCC",1,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"953","CREPRUN",NA,1,NA,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","CREPTEC",6,NA,6,14,2,13,12,2,NA,1,3,NA,NA,NA,NA,NA,5
"955","CROSSID",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","CRYPACR",5,5,31,37,53,49,25,12,5,5,4,1,1,NA,NA,NA,61
"957","CRYPAFF",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","CRYPCAS",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"959","CRYPSIT",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"960","CRYPSTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"961","CRYPTAN",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","CRYPTOG",1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,31
"963","CRYPTOR",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","CUPRESS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"965","CYNOBOR",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","CYNODOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"967","CYNOECH",NA,NA,1,8,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","CYNOGLA",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","CYNOGLO",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","CYNOGRA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","CYNOJEN",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2
"972","CYNOOFF",1,1,3,6,5,7,19,2,2,NA,3,NA,NA,NA,NA,NA,5
"973","CYNOSTR",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"974","CYPERAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"975","CYPERUS",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"976","CYPESQU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"977","CYPHINQ",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"978","CYPRIPE",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,1
"979","CYPRMON",NA,NA,1,NA,1,2,7,5,2,2,NA,2,NA,2,NA,1,3
"980","CYPRPAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2
"981","CYPRPAS",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2
"982","CYRTHYM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"983","CYSTFRA",14,7,13,22,19,18,19,11,11,13,8,14,27,3,6,2,67
"984","CYSTMON",NA,NA,NA,1,NA,2,NA,NA,1,1,NA,4,3,2,1,1,1
"985","CYSTOCO",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","CYSTOPT",NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,4,NA,NA,1,2
"987","CYTISCO",NA,NA,4,21,17,NA,15,5,NA,4,NA,1,3,NA,NA,NA,NA
"988","DACTARC",NA,NA,NA,NA,NA,NA,3,5,1,5,2,NA,NA,NA,NA,1,175
"989","DACTGLO",NA,NA,4,12,22,16,23,11,9,3,8,3,2,1,1,3,47
"990","DACTMAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"991","DACTRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"992","DACTYLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2
"993","DACTYLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"994","DANTCAL",NA,NA,2,4,4,3,3,NA,1,3,NA,1,1,NA,NA,NA,8
"995","DANTHON",2,NA,5,4,NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,17
"996","DANTSPI",3,2,14,5,8,7,4,4,3,2,NA,NA,3,NA,1,2,48
"997","DANTUNI",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","DAPHLAU",NA,NA,NA,4,2,NA,5,1,NA,1,NA,NA,1,NA,NA,NA,NA
"999","DAPHNE",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1000","DASIFRU",2,NA,6,9,7,12,19,27,27,5,10,16,6,13,11,40,231
"1001","DAUCCAR",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"1002","DELPBIC",5,1,5,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1003","DELPGLA",1,NA,NA,2,NA,11,12,95,45,79,34,54,91,25,15,12,176
"1004","DELPHIN",NA,1,NA,2,2,NA,1,3,1,2,2,1,4,NA,NA,1,11
"1005","DELPMEN",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1006","DELPNUT",28,16,23,43,16,10,11,2,2,NA,1,NA,1,NA,NA,NA,38
"1007","DELPSUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1008","DENDABI",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","DENDROA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1010","DERMATO",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","DERMMIN",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","DERMRIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1013","DESCCES",NA,NA,NA,NA,NA,4,6,8,8,16,12,6,36,2,14,70,88
"1014","DESCDAN",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1015","DESCELO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,3,NA,5
"1016","DESCHAM",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,5
"1017","DESCINC",28,7,2,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1018","DESCLON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1019","DESCPIN",21,5,5,15,4,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4
"1020","DESCSOH",2,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","DESCSOP",7,2,4,3,NA,2,2,NA,NA,1,1,NA,1,NA,NA,1,3
"1022","DESCURA",15,1,1,5,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1023","DIANARM",6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","DICENTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1025","DICHACU",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,1
"1026","DICHOLI",2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1027","DICHOLY",NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,1,NA,NA,NA,NA,13
"1028","DICHPEL",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,6
"1029","DICRACU",NA,NA,NA,1,4,4,9,9,9,3,7,3,1,3,1,10,25
"1030","DICRANA",NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,3,NA,NA,1,5
"1031","DICRANE",NA,NA,1,1,2,1,1,4,2,1,1,NA,1,NA,NA,NA,8
"1032","DICRANO",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1033","DICRANU",17,16,45,109,149,305,533,530,697,471,369,244,246,31,32,84,1511
"1034","DICRANW",1,NA,3,1,1,2,NA,1,2,4,NA,NA,NA,NA,NA,NA,13
"1035","DICRASP",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,8,5,NA,1,NA,NA
"1036","DICRBON",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1037","DICRBRE",NA,NA,NA,NA,1,3,NA,1,4,3,1,6,1,NA,NA,NA,9
"1038","DICRCER",NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
