"1642","KAERCAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"1643","KALMIA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,1
"1644","KALMMIC",NA,NA,NA,NA,NA,10,12,1,5,3,5,8,31,14,19,313,246
"1645","KALMPRO",NA,NA,NA,NA,NA,NA,4,4,2,1,NA,3,2,NA,1,21,27
"1646","KIAEBLY",NA,NA,NA,1,1,NA,NA,1,NA,2,1,2,1,NA,NA,NA,17
"1647","KIAEFAL",NA,NA,NA,1,NA,1,1,NA,2,NA,1,1,2,NA,NA,NA,9
"1648","KIAEGLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1649","KIAERIA",NA,NA,NA,1,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,55
"1650","KIAESTA",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,NA,1,6
"1651","KOBRESI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7
"1652","KOBRMYO",NA,NA,NA,1,NA,1,1,NA,NA,7,NA,1,4,NA,NA,1,82
"1653","KOBRSIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1654","KOBRSIM",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6
"1655","KOELERI",NA,NA,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1656","KOELMAC",163,86,192,316,158,131,68,36,5,6,1,7,4,1,NA,1,427
"1657","KOENISL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1658","KOPSHOO",NA,NA,NA,1,2,2,9,NA,6,NA,NA,2,NA,NA,NA,NA,9
"1659","KURZIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"1660","KURZPAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1661","KURZSYL",NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,2,NA,2,1,NA
"1662","LACTBIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1663","LACTSER",6,2,NA,2,1,NA,3,NA,NA,NA,3,1,1,NA,NA,NA,3
"1664","LACTUCA",NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,1,NA,1,NA,NA,3
"1665","LAMIACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1666","LAPPOCC",19,4,9,17,5,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,17
"1667","LAPPSQU",2,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1668","LAPPULA",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3
"1669","LARIDEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1670","LARILAR",NA,NA,NA,NA,NA,1,4,8,2,3,14,1,23,3,2,70,17
"1671","LARILYA",NA,NA,NA,NA,2,NA,6,2,6,3,2,2,NA,NA,1,NA,194
"1672","LARIOCC",1,1,16,24,113,269,253,245,269,51,53,6,18,1,1,4,577
"1673","LARIX",NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"1674","LATHJAP",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","LATHLAN",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","LATHLIT",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"1677","LATHNEV",3,NA,5,36,50,63,155,134,82,86,48,16,34,1,NA,8,41
"1678","LATHOCH",1,NA,8,30,107,221,240,503,122,204,77,63,66,25,2,9,87
"1679","LATHPAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,5,NA
"1680","LATHPRA",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","LATHSYL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1682","LATHYRU",NA,NA,1,2,3,2,6,15,9,12,3,1,1,NA,NA,1,5
"1683","LECAFRU",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","LECAHAS",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","LECANAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1686","LECANOA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","LECANOR",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1688","LECIDEA",1,NA,NA,4,1,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,9
"1689","LECIDEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1690","LECIEUP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1691","LECIFUU",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","LECILUR",3,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","LECISTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1694","LECISUI",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","LECIWUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1696","LEDUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"1697","LEMNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2
"1698","LEMNMIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,10,30
"1699","LEMNTRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14
"1700","LEONSAX",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","LEPIDEN",5,3,8,26,10,12,4,NA,NA,NA,1,NA,NA,NA,3,NA,27
"1702","LEPIDIU",2,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1703","LEPIDOZ",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,2,NA,2,NA,1
"1704","LEPIFIL",NA,NA,NA,NA,NA,NA,3,NA,18,13,2,39,7,NA,3,7,8
"1705","LEPIPER",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","LEPIREP",NA,NA,NA,NA,1,NA,5,8,4,10,11,38,37,2,2,14,21
"1707","LEPIVIR",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1708","LEPRALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1709","LEPRARI",NA,NA,1,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,20
"1710","LEPRCAC",NA,NA,NA,NA,2,1,1,2,2,1,NA,1,NA,NA,NA,NA,37
"1711","LEPRINC",NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"1712","LEPRMEB",NA,NA,1,NA,NA,NA,2,2,1,5,NA,3,1,NA,NA,NA,NA
"1713","LEPRNEG",NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,43
"1714","LEPROCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1715","LEPROLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1716","LEPRSUB",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1717","LEPRVOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1718","LEPTALB",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1719","LEPTARR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"1720","LEPTBUN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","LEPTHUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1
"1722","LEPTLIC",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","LEPTOBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1724","LEPTOGI",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","LEPTPYI",NA,NA,1,NA,NA,NA,3,3,NA,NA,NA,6,1,3,NA,3,10
"1726","LEPTPYR",NA,NA,NA,NA,NA,4,2,3,4,7,5,12,48,31,85,147,262
"1727","LEPTRIP",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,5,1
"1728","LEPTSAT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","LEPTSEP",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","LEPTSUB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1731","LEPTTEN",NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","LESCURA",2,NA,1,2,NA,5,7,6,5,1,1,3,5,NA,1,NA,64
"1733","LESKNER",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3
"1734","LESKPOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1735","LETHARI",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"1736","LETHCOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1737","LETHVUL",NA,1,NA,2,1,10,1,1,1,NA,NA,NA,NA,NA,NA,NA,5
"1738","LEUCACA",NA,NA,NA,1,4,NA,15,6,5,33,11,50,106,3,31,27,49
"1739","LEUCANT",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"1740","LEUCOLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,1,1
"1741","LEUCVUL",NA,NA,NA,3,16,14,9,16,5,3,5,9,7,3,NA,NA,24
"1742","LEWICOL",1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","LEWIPYG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1744","LEWIRED",18,8,5,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1745","LEYMCIN",NA,1,NA,1,NA,3,16,2,1,NA,2,1,2,NA,NA,NA,5
"1746","LEYMINN",NA,1,NA,24,25,129,51,204,57,72,30,26,28,19,5,2,85
"1747","LEYMMOL",NA,NA,NA,NA,NA,NA,4,9,NA,NA,NA,2,4,NA,1,3,10
"1748","LEYMTRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1749","LEYMUS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3
"1750","LICHENC",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1751","LICHENO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","LICHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1753","LICHSTI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","LIGUCAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"1755","LIGUCAN",NA,NA,NA,NA,NA,NA,2,1,20,33,37,32,121,18,54,18,143
"1756","LIGUSCO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2,4,2
"1757","LIGUSTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"1758","LILAEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1
"1759","LILAOCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1760","LILIACE",NA,NA,NA,NA,NA,3,9,15,11,4,4,10,1,NA,NA,NA,1
"1761","LILICOL",3,2,9,13,57,94,223,196,88,37,42,19,24,5,NA,2,206
"1762","LILIPHI",NA,NA,NA,2,7,12,7,13,8,1,3,2,NA,NA,NA,NA,10
"1763","LILIUM",NA,NA,NA,NA,NA,6,6,13,4,NA,5,NA,1,NA,NA,NA,4
"1764","LINAGEN",31,1,9,9,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1765","LINAPUN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","LINAPUR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","LINARIA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1768","LINAVUL",4,1,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","LINNBOR",NA,4,18,103,382,1001,1705,1925,1638,954,711,595,682,196,80,389,2101
"1770","LINUBIE",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","LINULEW",4,4,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"1772","LINUM",NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","LINUPER",12,2,20,49,6,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA,48
"1774","LIOCLAN",NA,NA,NA,NA,1,NA,NA,2,2,2,3,7,3,NA,2,1,2
"1775","LITHGLA",3,4,3,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","LITHINC",11,1,1,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1777","LITHOPH",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1778","LITHOSP",3,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1779","LITHPAR",10,8,5,23,13,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,11
"1780","LITHRUD",93,71,110,150,94,73,55,3,2,NA,2,1,NA,NA,NA,NA,158
"1781","LITHTHO",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","LLOYDIA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","LLOYSER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"1784","LOBALIN",NA,NA,NA,NA,NA,1,2,3,2,8,4,7,6,NA,NA,1,47
"1785","LOBAORE",NA,NA,NA,NA,NA,NA,1,NA,2,3,2,9,9,NA,NA,NA,1
"1786","LOBAPUL",NA,NA,2,1,1,5,7,7,27,14,5,17,6,3,2,NA,11
"1787","LOBARET",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","LOBARIA",NA,NA,NA,NA,2,1,NA,2,2,2,4,1,6,1,1,NA,8
"1789","LOBASCR",1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","LOBEKAL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1791","LOBELIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1792","LOESBAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"1793","LOGFARV",13,8,5,26,15,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,23
"1794","LOISELE",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1795","LOLIPER",NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"1796","LOMAAMB",20,5,19,11,2,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,4
"1797","LOMABRA",NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"1798","LOMADIS",57,25,30,36,15,6,8,12,10,1,NA,NA,NA,NA,NA,NA,42
"1799","LOMAGEY",8,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","LOMAMAC",146,56,55,87,20,28,14,3,NA,NA,1,1,NA,NA,NA,NA,63
"1801","LOMAMAR",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1802","LOMANUD",3,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1803","LOMASAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1804","LOMATIU",11,7,9,11,7,4,1,NA,NA,2,1,NA,NA,NA,NA,2,13
"1805","LOMATRI",31,11,22,60,25,13,5,3,NA,NA,NA,NA,NA,NA,NA,1,126
"1806","LOMAUTR",NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1807","LONICER",NA,NA,1,NA,1,5,1,NA,2,NA,4,1,1,NA,NA,NA,3
"1808","LONICIL",1,1,11,32,30,81,94,33,17,7,NA,NA,2,NA,NA,2,92
"1809","LONIDIO",NA,NA,NA,1,4,15,6,37,NA,17,3,NA,11,1,NA,5,5
"1810","LONIHIS",NA,NA,NA,16,25,1,30,21,2,6,NA,NA,1,NA,NA,1,NA
"1811","LONIINV",NA,1,2,4,37,132,338,822,705,667,632,522,979,270,198,498,1086
"1812","LONITAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1813","LONIUTA",1,2,12,29,108,318,569,581,758,301,443,172,282,28,35,27,1316
"1814","LOPHBID",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"1815","LOPHHET",NA,NA,NA,NA,NA,1,5,4,4,7,6,13,20,2,3,4,19
"1816","LOPHMIN",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,1,1,2,2
"1817","LOPHOBT",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,13,14,2,4,4,6
"1818","LOPHSUD",NA,NA,NA,NA,1,NA,1,1,NA,1,1,3,1,NA,NA,NA,4
"1819","LOPHVEN",NA,NA,NA,8,9,18,28,36,22,27,24,36,24,4,7,12,137
"1820","LOPOEXC",NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4
"1821","LOTUCOR",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1822","LOTUS",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","LUETPEC",NA,NA,NA,NA,2,13,30,26,39,55,28,44,32,7,14,19,796
"1824","LUPIARB",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"1825","LUPIARC",4,3,23,43,55,155,343,299,237,115,101,103,71,20,7,24,1159
"1826","LUPIARG",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2
"1827","LUPIARU",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","LUPIBIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"1829","LUPIBUR",NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"1830","LUPIKUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1831","LUPILEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1832","LUPILEU",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA
"1833","LUPILIT",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","LUPILYA",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,31
"1835","LUPINOO",NA,NA,NA,NA,NA,1,1,NA,2,2,NA,2,3,NA,1,5,24
"1836","LUPINUS",2,1,1,6,7,13,21,13,13,9,6,4,3,NA,NA,NA,31
"1837","LUPIPOC",NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA
"1838","LUPIPOY",NA,NA,NA,NA,1,NA,3,1,4,NA,NA,NA,3,1,1,NA,NA
"1839","LUPISER",51,27,60,95,66,51,39,29,23,10,6,3,4,NA,NA,1,129
"1840","LUPISUL",1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","LUZUARU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"1842","LUZUCAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1843","LUZUCOM",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","LUZUCON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1845","LUZUHIT",NA,NA,NA,1,NA,8,11,5,17,20,14,33,25,1,7,NA,161
"1846","LUZULA",NA,NA,NA,2,NA,4,11,12,26,38,14,37,32,2,5,6,151
"1847","LUZUMUL",1,NA,2,3,5,1,5,3,1,3,1,2,3,NA,NA,4,33
"1848","LUZUNIV",NA,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,1,92
"1849","LUZUPAR",1,NA,1,NA,6,7,26,59,87,164,104,180,230,15,46,55,860
"1850","LUZUPIP",NA,NA,NA,NA,NA,NA,2,2,8,7,8,7,11,2,2,5,368
"1851","LUZURUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1852","LUZUSPI",NA,NA,1,NA,4,5,4,1,6,5,2,7,NA,NA,NA,NA,396
"1853","LYCHNIS",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","LYCIUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"1855","LYCOAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"1856","LYCOANN",NA,NA,NA,2,9,63,190,497,712,697,504,510,582,134,112,159,697
"1857","LYCOASP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"1858","LYCOCLA",NA,NA,NA,1,8,17,37,44,118,97,37,110,92,8,17,82,100
"1859","LYCODEN",NA,NA,1,2,3,13,38,37,75,35,17,26,13,6,2,9,16
"1860","LYCOINU",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,12,10
"1861","LYCOPOA",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,4
"1862","LYCOPOE",NA,NA,NA,1,NA,1,1,8,1,2,1,3,NA,1,1,3,7
"1863","LYCOPOI",NA,NA,NA,NA,1,6,5,13,40,27,8,17,8,1,2,12,33
"1864","LYCOPUS",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"1865","LYCOUNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,20,4
"1866","LYSIAME",NA,NA,NA,NA,1,1,1,3,22,51,22,177,304,42,107,425,176
"1867","LYSICHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1868","LYSIMAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,14,5
"1869","LYSITHY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4
"1870","LYTHRUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1871","MACHAER",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1872","MADIA",1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","MADIEXI",4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","MADIGRA",NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","MADISAT",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1876","MAIACAN",NA,NA,NA,4,28,115,84,250,50,116,43,41,60,9,1,16,7
"1877","MAIADIL",NA,NA,1,2,4,14,20,15,47,106,28,214,262,6,44,98,214
"1878","MAIANTH",NA,NA,NA,1,4,6,18,20,26,1,10,6,16,3,NA,10,6
"1879","MAIARAC",1,2,23,40,124,282,494,715,659,530,457,406,510,120,40,37,619
"1880","MAIASTE",NA,NA,5,26,39,74,186,244,157,180,134,193,199,42,17,60,204
"1881","MAIATRI",NA,NA,NA,NA,NA,2,1,4,NA,2,7,NA,14,7,1,55,13
"1882","MALABRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"1883","MALUFUS",NA,NA,NA,NA,NA,NA,11,5,6,7,2,6,29,5,10,19,26
"1884","MALUPUM",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","MALUS",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,1,NA
"1886","MALVNEG",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","MANNGRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1888","MARCPOL",NA,NA,NA,3,1,NA,7,3,11,9,14,34,88,39,42,123,150
